name,id
Darren Bergman,cc7338e0-fcee-4803-88a5-9036ed987790
David Christie Ross,b4b6d069-2e40-457d-8126-0697431c9602
David Douglas Des Van Rooyen,d287921d-eac4-4d95-a9ae-ab657e9bc94e
David John Maynier,79451ced-5ce1-4b34-80c5-0a647bcd9b2b
David Mahlobo,30633757-7a11-45ca-b1ea-c24a5ddb4863
David Maynier,79451ced-5ce1-4b34-80c5-0a647bcd9b2b
David van Rooyen,d287921d-eac4-4d95-a9ae-ab657e9bc94e
Dean Macpherson,1ec921cc-af10-4855-aed3-66cfa4e0ae35
Dean William Macpherson,1ec921cc-af10-4855-aed3-66cfa4e0ae35
Deborah Dineo Raphuti,afcd90cd-44c5-4f26-8d06-d6c4f2561dcc
Deidre Carter,1625fcd2-22a3-4185-b349-0b0a557b6053
Denise Robinson,5b1a4d88-2678-4158-b5f7-18e49dbe2c66
Dennis Dumisani Gamede,93a1f0c0-3492-45ee-a3ff-d57a68524d71
Dennis Richard Ryder,a18f5a7b-6276-42ec-ac40-61c8b1c08bfe
Derek Hanekom,f4b8e2a2-16e7-4e2f-b2c9-14fe24e35389
Derick Mnguni,dea9df0a-68d2-4999-828e-fbcffa5b1e8f
Derrick America,323b5863-671d-410d-8847-0cbdb186a6e9
Dianne Kohler Barnard,7fe2bb22-1657-4dac-8eff-6fbcec6b17b0
Dikeledi Gladys Mahlangu,cfc384a2-010f-4a25-a248-23d3a886b30a
Dikeledi Phillistus Magadzi,1a7e469b-924d-4c74-afaf-13326c523310
Dikeledi Rebecca Tsotetsi,814bd797-e29c-46d7-bafb-d2b5336afc84
Diliza Lucky Twala,b25e9445-f3e9-41a9-91b0-2961f6bafc73
Dion George,78620417-e341-43f9-9259-e8c540718530
Dipuo Bertha Letsatsi-Duba,2b7936fa-e233-414b-98a0-ad5a777cda88
Dipuo Peters,208bac95-a44c-448f-a2cd-563a8661718f
Dirk Jan Stubbe,e6ebdf9d-bc57-40dc-aeda-38b4c83a6290
Donald Mlindwa Gumede,513dcc7e-2aeb-46dc-a6c1-733b0253503d
Doreen Zamantungwa Sbusisiwe Senokoanyane,671e8c42-ec57-4ef2-a011-c1f667ea33ba
Dorries Eunice Dlakude,837a8fd6-3b32-4b51-b2c0-862b8c8d746e
Dudu Hellen Mathebe,13a7050c-a1f6-4f8a-bb11-046ef80eea77
Duduzile Promise Manana,a71f2e23-95cb-4492-bb25-2edb714fa78e
Désirée van der Walt,ce3612f5-90cd-4c92-9401-0e775e9b9a8a
Ebrahim Ismail Ebrahim,28f5b4a2-852d-4724-9843-c34032061f5a
Ebrahim Patel,4f632a65-31f3-4a2e-ae94-b05e922b8458
Edna Molewa,f14e6c6e-64f3-454f-98d3-8066db1b3611
Elizabeth Koena Mmanoko Masehela,63627a2a-d612-4388-bb70-852653aea677
Elizabeth Thabethe,31063316-38f2-4f36-aabd-f4dc166f187c
Ellen Nnana Ntsitse Molekane,95cec38e-1746-4e0b-b47d-55304c2ed4ea
Elsabe Natasha Ntlangwini,cea106d5-629c-449d-ac30-f4f392b26b7c
Elsie Mmathulare Coleman,99940f10-5c96-45df-a970-fda4ed894dee
Elvis Kholwana Siwela,a11e5aa7-0827-4bb4-ac8e-c354346d34fd
Enock Muzi Mthethwa,e0d008d3-cb37-40dd-9023-896a6d043b63
Erik Johannes Marais,5192750c-de39-45ad-bf49-1a51639bf696
Erik Marais,5192750c-de39-45ad-bf49-1a51639bf696
Evelyn Rayne Wilson,9eebd684-f983-4a9c-8d86-a7e1b33eec64
Evelyn Wilson,9eebd684-f983-4a9c-8d86-a7e1b33eec64
Ezekiel Kekana,de865013-a472-4576-bec6-c00178d8db98
Faith Muthambi,20e4d436-335a-4475-b66b-854d010929e8
Fatima Chohan,3fec9f44-d70a-41ca-97c8-1a759c6dda7e
Fezeka Sister Loliwe,e94d026e-7e06-4794-b886-3da5afc956cc
Fezile Bhengu,ce28e002-004b-4536-a7dd-be76bc95ab18
Fikile Mbalula,6cdc5307-0ea2-4382-88c1-78f2509c20dc
Fikile Zachariah Majola,8eb04619-17dc-45a6-ba22-e5565e4d1849
Fish Mahlalela,115cccb7-3b24-4592-95c5-c7c5e98fe182
Floyd Shivambu,1537d4f1-14c0-43eb-adc1-aabb8c7946bc
Francois Beukman,d08eddbf-22e4-43af-943c-79ada198c188
Freddie Adams,93642aa8-ff70-4e28-b105-9c57cb954bbb
Gaolatlhe Godfrey Oliphant,34c62b4f-0c1c-4a63-9a9b-5fa4a640dff8
Gatsha Mangosutu Buthelezi,a7c7ba60-7482-4294-82d2-854953fdf522
Gavin Davis,12297831-5d6e-4621-a051-5604a9231ec9
Gavin Richard Davis,12297831-5d6e-4621-a051-5604a9231ec9
Geordin Gwyn Hill-Lewis,19b050d4-7036-4f8d-821f-772f0b9c99fa
Geordin Hill-Lewis,19b050d4-7036-4f8d-821f-772f0b9c99fa
Gerhardus Cornelius Oosthuizen,9c6dd4c6-1a4d-4007-8dbe-5f655566518f
Gerhardus Willem Koornhof,57f3254a-fa28-473a-a7de-0310c5665453
Ghaleb Cachalia,a04258ad-620d-47f3-a9d5-22042497656d
Gijimani Jim Skosana,21ad2313-5d8d-4f7d-ab53-0c1812e9e8f5
Girly Namhla Nobanda,8f25cdad-f369-43e0-a068-0d6d2dbbb48e
Glynnis Breytenbach,a8475c0b-fb5f-476c-93e5-03f223b7e602
Godrich Ahmed Gardee,929cc289-b320-467b-b912-47b9f3c1aac8
Goodwill Sbusiso Radebe,e000830e-cf05-46ef-a8d1-ce45af483a85
Gordon Mackay,2e3edd4f-9fde-4a2b-ae2e-4290d4325837
Grace Kekulu Tseke,32af561c-aca2-4707-9844-b719849c16c1
Gratitude Magwanishe,161d4dff-6a3a-4740-9db8-71b417717384
Gregory Allen Grootboom,3e9027e9-1e7a-4fcf-91db-3b53dc6da02a
Gregory Rudy Krumbock,600d2fda-7cd2-4b71-9c67-e58536f38ed7
Gugile Nkwinti,fedb9209-fb27-46c7-9b3c-f9c754d1132c
Heinrich Cyril Volmink,2c2123fa-1c5a-4dea-833a-5af218f8342b
Hellen Boikhutso Kekana,35af082b-b29f-42e0-a411-0b497f8268fd
Hendrietta Bogopane-Zulu,bbc70ab5-c705-409e-9184-88bd5421c1cd
Hendrik Christiaan Crafford Krüger,2bf2f458-d009-4564-9338-8f22a890f541
Hendrik Cornelus Schmidt,12b37be1-2d84-451b-82dd-0e29abc11385
Hermanus Bernadus Groenewald,c0a269a4-a45e-4325-9d53-b76d9c5bb646
Hildah Vangile Nyambi,d01dd67a-3c25-4541-a25f-fcff5404d2ab
Hildegard Sonja Boshoff,5e7d62dd-6cbb-47c5-ba4e-351e738e6a00
Hlakudi Frans Nkoana,cd47fc79-4846-485b-8513-294387149e54
Hlayiseka Crucief Chewane,e3dcefdf-e755-4d11-85ce-26a85a171205
Hlengiwe Mkhize,c4b67ac9-c1b9-4e4a-866b-d431af6b9418
Hlengiwe Octavia Mkhaliphi,ecb29e9d-5fe8-47bf-89e8-7ac6d9098fb5
Hlomane Patrick Chauke,2fbce269-f7a9-4ada-9eb0-77f264e9ce02
Hlomela Bucwa,87f1360a-d65d-4979-9dc6-62bc1fd45bb2
Hope Helene Malgas,27f6d9ed-9ebe-46f1-8303-440bd2b27757
Humphrey Mdumzeli Zondelele Mmemezi,51459683-fa4f-492d-9075-e592b04a52b4
Iacobus Zuma,19f42ebc-4a12-4032-a5b9-05bad8e67c85
Ian Michael Ollis,de3f69c5-bc04-428d-812f-db5e478679b7
Ian Ollis,de3f69c5-bc04-428d-812f-db5e478679b7
Imamile Aubin Pikinini,e703f5ed-ff28-4ebf-88c0-5ea7f47536b5
Ink Russel Cebekhulu,d8a5122b-2522-4634-a880-7be03629f627
Itumeleng Mosala,c0c32783-4e44-4e19-a7e5-dfac1d8c5edb
Jabulane Joseph Dube,b35205a3-edda-4c2e-9fb5-25770307b519
Jabulani Lukas Mahlangu,684495e7-871e-48e1-bd66-0361a1207527
Jackson Mphikwa Mthembu,67521c69-2ac3-4bcd-8b96-c809d18ae80d
Jackson Mthembu,67521c69-2ac3-4bcd-8b96-c809d18ae80d
Jacob Zuma,19f42ebc-4a12-4032-a5b9-05bad8e67c85
Jakobs Zuma,19f42ebc-4a12-4032-a5b9-05bad8e67c85
James Jim Skosana,966b7bfc-a48f-4f21-83a5-95d4b22c750d
James Lorimer,69004140-1824-4979-b8cb-0d71ab76190e
James Robert Bourne Lorimer,69004140-1824-4979-b8cb-0d71ab76190e
James Selfe,3787e457-f7b6-48eb-b688-7b910f6dc361
James Vos,2672762d-1cb8-4833-82e2-0b16202f1408
Jan Adriaan Esterhuizen,42fe3e9b-5792-40e5-9440-9c1439976081
Jeff Radebe,502114d7-c984-44aa-bd20-d86476c199d0
Jeremy Cronin,9c96dc41-19d0-42a4-ab74-3878a91167d0
Jerome Joseph Maake,6ddca914-f7b1-480d-b02a-f0327fd5c714
Jerome-Joseph Maake,6ddca914-f7b1-480d-b02a-f0327fd5c714
Joanmariae Louise Fubbs,bff9c1ae-dab0-4852-9ad5-f217d49ffb2d
Joel Sibusiso Ndebele,09ea0ca1-8d09-46c1-9628-9dae4de812c7
Johanna Edwards,4f7a1db9-49b9-45e7-90e4-9b795f3d3e68
Johanna Fredrika Terblanche,3e2c404a-e2c8-4654-bfa1-79daf515b572
Johanna Mmule Maluleke,5aa5a438-8933-40ea-8fca-d39bbda92d15
Johannes Mothibeli Koekoe Mahumapelo,019d1059-be01-44ea-b584-8458d63235c6
John Andile Mngxitama,5e0b1fcc-a28f-4e98-9d0f-b0543983ed86
John Harold Jeffery,49258029-e675-4fca-8e7d-0d26c400aeb1
John Henry Steenhuisen,1c3aa0b5-2a93-4887-ad16-b500d4127f77
John Steenhuisen,1c3aa0b5-2a93-4887-ad16-b500d4127f77
Joseph Job McGluwa,c700ee76-1fd1-4b56-9108-c8c78cd4cbc7
Joyce Clementine Moloi-Moropa,5c6a564e-7e54-4ebf-a7f1-cb5053f0b75b
Joyce Vuyiswa Basson,c9d4d532-b7f7-46ad-b33b-83c8bba31b5a
Juliana Danielle Kilian,caf34b70-cecf-4785-9879-5580a241acc1
Julius Malema,aaf41f1e-d6ef-4758-8518-aaef7445e78e
Julius Sello Malema,aaf41f1e-d6ef-4758-8518-aaef7445e78e
Karen Jooste,23957089-c597-44f1-86ed-78448844f57f
Kebby Maphatsoe,370c0ba6-3fd1-4a3c-a9c5-13e3eb7ad7aa
Ken Peter Robertson,ec94ba1b-0053-49d3-87d4-8a26d98049f6
Kenneth Meshoe,0d54373d-e1b7-4b46-96fe-43c710e2e74d
Kenneth Mubu,05718eb9-80fa-4958-a09c-cecb99c9ce4c
Kevin John Mileham,0ab3d922-4dc7-44e6-b929-d82317f1c784
Kevin Mileham,0ab3d922-4dc7-44e6-b929-d82317f1c784
Kgotso Zachariah Morapela,19432898-59b3-4488-99bd-9e3be3ddea89
Khanyisile Litchfield-Tshabalala,3b7816d7-f594-4504-882c-d7582e4abdca
Khethamabala Petros Sithole,a967f35d-36d4-407f-9a02-4143248a3fda
Kopeng Obed Bapela,f2bb9632-3caa-4992-af8d-2666499a0404
Kwati Candith Mashego-Dlamini,bfcd97cd-4aff-44c6-bf36-6aeaebab519d
Lance William Greyling,621350a8-89c6-4a71-8943-efad7db1d826
Lefu Peter Khoarai,feece052-36c3-4a72-8dfb-69882aa7a4d4
Lehlohonolo Goodwill Mokoena,b4ca096a-b48d-49d8-b768-4ac61e12c46b
Leigh-Ann Mathys,0f219b7b-7b9e-4168-86fd-1a264e3ca1f1
Leonard Jones Basson,7364d35f-58dd-4cb4-b98c-2243fcfe2aac
Leonard Ramatlakane,f0db9762-15bd-4d40-94de-9e77dd0d6d44
Lerato Cynthia Theko,47121545-5266-438c-9a81-3a4151c60ef5
Liezl Linda van der Merwe,191d5b66-a26a-4ed9-9aa5-4c356af1df8b
Lindiwe Michelle Maseko,ccaca382-3fce-4795-9fd5-49b175ec8c1b
Lindiwe Ntombikayise Mjobo,a69edcf3-4fc8-4d32-9239-fb02be286203
Lindiwe Sisulu,ace2c831-0807-4e23-bc0b-ee8af2227bc5
Lindiwe Zulu,73423a03-a931-408f-8c20-3f9ad0646ab4
Livhuhani Mabija,2ac1215a-3d46-48d5-90c6-fb8035e679b5
Loyiso Khanyisa Bunye Mpumlwana,d74ba7fa-bd6b-4cf4-9c87-227a1db42999
Lulama Maxwell Ntshayisa,59f3fa78-78fc-4ca1-9a05-99b61b54de14
Lulama Xingwana,7b6bc757-8abe-4b31-8595-2140d1c57f67
Lumka Elizabeth Yengeni,13f1a350-3214-4c53-8e7d-f354a4f19d1d
Lungi Annette Mnganga-Gcabashe,c0fe0e0d-0b94-4344-933b-fabcc54448dd
Lungiswa Veronica James,fc300f8d-afe7-4920-b4d8-26e38ff87cd7
Lusizo Makhubela-Mashele,25ce8581-e0c0-49cb-a018-a5273cdb8a3f
Luthando Richmond Mbinda,548b65d2-3f2a-4064-94bc-153606eedaf4
Luwellyn Tyrone Landers,860e896a-693e-460e-8188-3f219903ee4e
Lydia Sindisiwe Chikunga,de0f6aaa-cd27-4df8-bd84-1a133aad0f6b
Lynne Brown,85275af1-10d3-4b08-9111-6ec563df6f9c
Maapi Angelina Molebatsi,c8095818-b01d-49b6-941f-e8dc3d540bbf
Machwene Rosina Semenya,96cbdb2e-2268-4b27-a7df-52a1795443b8
Madala Louis David Ntombela,04b18db7-af91-4d27-8f54-b5b31e8b2446
Madala Masuku,79fe45af-2599-4187-bf6e-e711d4acecdd
Madipoane Refiloe Moremadi Mothapo,caa1562a-aa7d-4e4c-82c2-7aa9fd820285
Maesela David Kekana,fae65ddd-e147-4935-be9e-b373d54659f1
Magdalene Moonsamy,2a8fcde8-4b49-48c3-8441-642a044128a0
Maite Nkoana-Mashabane,520e4c92-1374-4677-99d7-310e4f1de025
Makashule Gana,6551936f-47b6-4893-aaf2-4d797f75359c
Makgathatso Charlotte Chana Pilane-Majake,895fbf68-42f4-494b-8d91-b9c6c8122ce6
Makhosi Khoza,fa022f08-9e0e-445e-9777-c819a66c301c
Makhotso Magdeline Sotyu,594076bb-396b-4973-bd66-c5b4b657fd6c
Makoti Sibongile Khawula,c92578b8-ea0d-45fe-be65-b88a39f121b0
Malcolm John Figg,a05c6d65-2daf-4dd5-bbdd-85b12cdb8fde
Maliyakhe Lymon Shelembe,15133367-aba1-4fc8-a62b-e05ecac9afc5
Malusi Gigaba,5507f21b-3b9b-4517-bd46-117484805b81
Malusi Stanley Motimele,fd4c7b9f-1446-45fe-b3ec-f0be3a54f850
Mamagase Elleck Nchabeleng,7ff2877c-0b67-4a05-8a01-8a9211925bf3
Mamonare Patricia Chueu,f3c96e7f-c8f9-4cbb-b237-f55498970f03
Mandisa Octovia Matshoba,4f5d1a8e-41a2-4694-999a-4b8e1afd2949
Mandla Mandela,ac6513ee-5a67-4276-af04-9bf11b2a9d5a
Mandlenkosi Phillip Galo,13c94be5-3dd5-45c3-bf5f-18fac393b655
Mandlenkosi Sicelo Mabika,d7301d6a-f98b-487f-b1be-5f958988ca9f
Mangaqa Albert Mncwango,74eec718-ed3c-4ea8-a997-e7be5d4c6fa9
Mangosuthu Buthelezi,a7c7ba60-7482-4294-82d2-854953fdf522
Mangosuthu Gatsha Buthelezi,a7c7ba60-7482-4294-82d2-854953fdf522
Mangosutu Buthelezi,a7c7ba60-7482-4294-82d2-854953fdf522
Mantsheng Anna Tsopo,44b74b82-cf40-474e-b525-36e4b83c38fd
Manuel de Freitas,9492ecef-e5cd-4f4c-985c-045bd4c8b8ea
Manuel Simão Franca De Freitas,9492ecef-e5cd-4f4c-985c-045bd4c8b8ea
Mapule Veronica Mafolo,8da7f2d1-9b3d-4867-a80c-610d98405332
Marian Robin Shinn,fa323d3a-6f95-4caf-a303-1967daebe821
Marian Shinn,fa323d3a-6f95-4caf-a303-1967daebe821
Mario Oriani-Ambrosini,338db6bd-f90c-44c3-81c7-5c769c3d2ad8
Marius Redelinghuys,a002feb6-7580-4fa3-90fb-71d33f606de8
Martha Phindile Mmola,d695615d-4c44-4cba-a169-2dcd6065a4be
Marthinus Christoffel Johannes van Schalkwyk,368e479e-84c1-4ad1-902c-70cc318d57e6
Marthinus van Schalkwyk,368e479e-84c1-4ad1-902c-70cc318d57e6
Marthinus·範·斯卡爾奎克,368e479e-84c1-4ad1-902c-70cc318d57e6
Marthinus·范·斯卡尔奎克,368e479e-84c1-4ad1-902c-70cc318d57e6
Mary-Ann Lindelwa Dunjwa,3a0dec24-34f1-486e-bdce-46fe6bce8936
Masefele Rosalia Morutoa,4bf1eda0-c553-4e3d-bcd1-896c2bf6eb7f
Mathews Wolmarans,bcadd0fe-36ce-4a77-beb0-5d9a0439134d
Mathole Mothshekga,dd7e2ed5-0547-4d1c-b1eb-2ae4aa8c85df
Mathole Motshekga,dd7e2ed5-0547-4d1c-b1eb-2ae4aa8c85df
Mathole Serofo Motshekga,dd7e2ed5-0547-4d1c-b1eb-2ae4aa8c85df
Mathume Joseph Phaahla,a844daf1-17f9-4346-88b6-8c3e3881bf88
Maureen Angela Scheepers,fcef4bfc-df21-4fc4-8dd7-67630cceb189
Max Sisulu,7f9a782a-38e5-4100-8ab5-66fa02d591a8
Mbulelo Richmond Bara,f3747b80-5c7c-432b-a19b-106edb93bcaf
Mbuyiseni Ndlozi,5341ff8c-20e9-44aa-aeee-e0a011c2c84a
Mbuyiseni Quintin Ndlozi,5341ff8c-20e9-44aa-aeee-e0a011c2c84a
Mcebisi Jonas,e9e7f939-dc98-4681-a991-b3b85ddedb5e
Mcebisi Skwatsha,5dd3cb25-7a7e-4b77-afae-77d9018e76e5
Mduduzi Manana,e88ec79f-3581-4065-94f9-265b141e5e12
Mervyn Alexander Dirks,7a254b2f-e974-43bf-b1c4-92794b090a46
Michael Bagraim,285d943f-272f-4d25-ac36-f81273593e42
Michael John Cardo,ee355979-9eab-4e7e-8f8f-5734f095f9ed
Michael Malisa Tshishonga,5c5bb3a8-4221-453e-b160-e235b9cca4f2
Michael Masutha,428ccc08-34a1-4457-b044-a9a7d308c17c
Michael Waters,db8f62a9-969a-495f-abea-09f31a6e91b0
Mike Waters,db8f62a9-969a-495f-abea-09f31a6e91b0
Mildred Oliphant,efe47fa6-73e0-4ea4-849e-b3d2b4afa6f4
Millicent Ntombizodwa Sibongile Manana,e51878b1-d90f-4d51-b004-01a5ddebacbd
Mkhacani Joseph Maswanganyi,892c9410-c4b3-4ad8-a96f-22a5dc3da089
Mkhuleko Hlengwa,4bb6e842-8fba-4b85-a2c2-534c851c4c43
Mlungisi Johnson,d8ebb594-1281-4833-9e1c-ebfb6cf5b404
Mmabatho Olive Mokause,a1c5ef13-c2a7-4cf2-b0bc-b301974faffa
Mmamoloko Tryphosa Kubayi,e0c1a163-7adb-423e-9a45-6e10ec3aa452
Mmatlala Grace Boroto,86346e40-882d-40d1-9408-0327a3594221
Mmoba Solomon Malatsi,4ea301f3-1e5d-42b1-9a64-b94fccc29355
Mmusi Aloysias Maimane,2daf0f73-bbd8-4c83-ae96-9b514d1e683e
Mmusi Maimane,2daf0f73-bbd8-4c83-ae96-9b514d1e683e
Mncedisi Lutando Wellington Filtane,29051057-e3af-4c37-b136-0b0a1bfa7b42
Mnyamezeli Shedrack Booi,5e9b9bed-b5b2-497e-ad37-8b05602b1829
Mogamad Nazier Paulsen,dbdc7c00-0b82-4c2b-b5bc-f26f431b8fa2
Mogotle Friddah Nkadimeng,ca86cb9a-4923-48df-a402-bf0d5e145c29
Mohamed Enver Surty,de2b88c1-27ee-4347-81d5-d5a82deb5a33
Mohammed Haniff Hoosen,02cb8864-9d3e-44b5-941b-b85333fefda5
Mohlopi Philemon Mapulane,b0eef3f0-a145-4067-b3c5-be4d7eafcd50
Molapi Andries Plouamma,3234c718-e716-4974-8526-b2539b8b0067
Moloko Stanford Armour Maila,9894dd5c-f87a-4750-8f96-6f3b6b870236
Mondli Gungubele,25212dab-ac32-4c34-95d7-64d6f3212603
Monwabisi Bevan Goqwana,f20b54c0-6eae-46f6-8c3b-fcc3304a5a2b
Mosebenzi Zwane,ea396f90-43bd-4411-b3ed-87865c9be98f
Moses Sipho Mbatha,d256eb70-0856-472e-b276-0a8968631556
Moses Siphosezwe Amos Masango,f43c8c51-ec69-42af-a44f-c12ded96b73d
Mosie Antony Cele,d246a564-6fcf-4005-a830-8b10564f89bd
Mosiuoa Lekota,3239f852-8179-43ce-a17a-1ab7d923bd55
Motswaledi Hezekiel Matlala,3e696a12-7dd6-4b3d-9fbf-869ac3744c38
Mponeng Winston Rabotapi,58dbced2-7174-4c7b-9f54-14f9aa32fbd3
Mtikeni Patrick Sibande,b8e301a8-c064-4167-a97b-12273718db36
Mzameni Richard Mdakane,ac2974b0-7db8-4225-b9d4-995d918f073f
Mzingisi Marshall Dlamini,d589f87f-99b9-476e-aa57-43c169908b53
Mziwamadoda Uppington Kalako,5f38f1c3-cb39-46e3-b62a-8561bdd5f0c8
Mzwandile Collen Masina,957d566b-feee-4b74-b9a1-aa8ea095aa57
Naledi Pandor,fb351e3d-15e4-43c3-a291-c72b05290e49
Narend Singh,82139443-b970-42ca-82e7-85b84f22915b
Natasha Mazzone,bf142417-e273-4aad-a73c-c5f42c2ba5f7
Natasha Michael,bf142417-e273-4aad-a73c-c5f42c2ba5f7
Nathi Mthethwa,887a2b37-b179-449f-a4ef-88da4c7589a9
