name,id
Aaron Gilmore,e8d59d29-1f7f-485b-9edf-5365eab36886
Adrian Rurawhe,900a6428-cf51-42ad-a1e9-f30680dab46d
Alastair Scott,0ab3406b-5b2d-4490-8f31-e2003cd35d80
Alfred Ngaro,a4798b49-4661-46f2-bb27-364f006794b9
Alfred Ngaro,f4e45a81-7d26-4b3a-bb94-889773dfed42
Allan Peachey,04f75375-7c3c-4840-ab87-80176a16854b
Amy Adams,ae289677-1951-41d8-bf59-122d34011b27
Amy Adams,bfe0d4d5-72b3-4add-8023-ae254a55f463
Andrew Bayly,da86e725-881f-4384-9815-3770ddcf6ff7
Andrew Little,29b777e2-9965-47dd-a427-9b7d6188d4cd
Andrew Little,75d0a6ed-3126-4deb-9521-711b97cc9127
Andrew Williams,9a1932dc-12f4-4365-9077-84159c5b0954
Ann Hartley,3fa22c6f-8f2d-4d0b-9234-ae9aa2ac1aeb
Anne Tolley,da4bf702-89cd-46f3-8ff1-c0a7fd61af67
Anne Tolley,ebd6bf2a-4ea1-4bd5-a1fd-b64692267d85
Annette King,12749685-57a7-4dde-88c5-bee2cdb4761a
Annette King,4a629361-b148-439f-b874-af88c9ff8c8c
Asenati Taylor,a3406df1-1e71-4161-b739-2d52e7935680
Ashraf Choudhary,6af85147-568d-422b-b510-83343a2c7c65
Aupito William Sio,092cc7fa-bd51-4f70-af01-ac81b1d26220
Barbara Kuriger,11a14a4b-0f92-4f12-8eea-4cf4269803be
Barbara Stewart,b6cbfeda-17fc-4aa8-aec5-a7c4a08eae74
Barbara Stewart,dd066657-c1da-4fbd-83d5-e6076eab6f7f
Barry Coates,11257f61-3bf2-43b0-821f-272a41d206fe
Bill English,6a93d08c-85ee-43f0-9226-d516257a348b
Bill English,999f5d59-7498-448c-8291-f1a971f7c2ca
Bob Clarkson,2d0cceb1-d72c-4cfe-b80f-faaa32a3d891
Brendan Horan,c9b26803-c149-41d1-9982-f0235b570b2c
Brendon Burns,4a3e2d82-20f5-4968-a0a2-99e6e1eeef0b
Brett Hudson,df8c7cdb-59fe-4882-83a2-123d192a3751
Brian Connell,09a81d64-ac1e-47f1-b1e2-81b334848f4a
Brian Donnelly,d53514ce-39fa-46b9-9725-523a13ee6eaf
Cam Calder,cf0e1499-1dcb-431b-917f-266e6ef8e880
Carmel Sepuloni,2031d871-ef1f-4f46-8f72-f8f699d469f1
Carmel Sepuloni,abe0bd6b-569d-4ad9-845f-4901c70d0ba6
Carol Beaumont,615f261f-43ab-4483-aff9-6971105b2705
Catherine Delahunty,1114c8de-565d-4228-891d-ff5d55f9cdc7
Catherine Delahunty,ca2454ad-5636-4fb7-bf1e-b7e349a3e53c
Charles Chauvel,635a72a6-684d-4782-8d31-5f330df67b5f
Chester Borrows,04c5b13a-a2d0-4737-aa7d-0d51140d7274
Chester Borrows,7aa4961c-3ff2-477f-b3d0-7e4c7d743b76
Chris Auchinvole,94085681-d2c9-4d0a-b0f4-f6e36dcd0b38
Chris Bishop,9edcf348-e295-4c04-be20-3176560b2dc6
Chris Carter,80c291a2-5395-4f43-9902-7b5047359354
Chris Finlayson,8229de1c-2dd0-4b28-9792-fa4eb980db63
Chris Hipkins,a48e5df6-afc1-4909-ae52-e8a91deac1d4
Chris Hipkins,d3b5ccfc-ca72-4ebf-81c4-c94d35fae30d
Chris Tremain,af8f4127-eb11-4a2d-a3ea-11ddc7946627
Christopher Finlayson,ca99fd9f-10be-4378-a483-a86a18f90228
Clare Curran,882f7d97-eb42-4861-945d-521b0a3fbd75
Clare Curran,b1e964e8-6698-4a48-bc87-45fc6e70fb90
Claudette Hauiti,b7697736-4e93-4b96-8dc6-80f3a590ad45
Clayton Cosgrove,a7476f0e-e9fc-4dca-9630-aa0dda2dda17
Clayton Cosgrove,cb21d7bb-dc94-459c-b045-098672d8493d
Clayton Mitchell,c7279a7c-acbd-46b8-a57e-1f1e47fe2b68
Clem Simich,f21634fc-9c82-4b99-9c83-a055c7142dba
Colin King,c3abd48d-0ff0-4ddf-bda5-33f587e8a3be
Craig Foss,b18b9cd2-dcdb-45b0-8d0c-380c5a0b46ea
Craig Foss,b43a15db-2a58-4aec-8e49-6fb27e2461ea
Dail Jones,d1f3cb11-766b-4fd1-b518-ea2446c67de3
Damien O'Connor,c60b57e7-cc3b-48e5-a49e-a7580dacdeb0
Damien O'Connor,d75876c5-b3c0-4fcc-9bf6-a9869b9433d8
Darien Fenton,2ddb2bf8-bb18-4c83-9b69-afd82c8aa2f8
Darren Hughes,bf0ba479-2c08-461a-aba2-71e3ed12f559
Darroch Ball,c4711d3d-32ce-4b64-8bc0-19e403f8f54e
Dave Hereora,cbf37242-f933-4b9e-96b2-da4fb3371e64
David Bennett,bae4562e-df1c-40d7-8fff-77a253d0be08
David Bennett,e461095b-f73a-41d5-a27b-419e5118ad43
David Benson-Pope,e131dd74-f6e0-497e-a7cc-864da091907a
David Carter,596b6dcc-3c12-4133-815d-c96678054701
David Carter,78e4e4dd-2630-4131-b35c-c4a77dc7dc46
David Clark,bb38b196-aedb-4487-911d-faa6906efb03
David Clark,c2c3c049-9160-4cca-9861-1550dab4fb27
David Clendon,65b2f940-fc30-429e-a64d-01900fc018d4
David Clendon,dd36e2f3-320d-4acc-b4ea-0b0f29af8a46
David Cunliffe,1974bf1c-1787-4ee2-9b18-b2206a8ab39a
David Garrett,3cb4ffff-6f1e-4adb-be84-f66ac5297530
David Parker,85e77499-fe43-47a3-9611-d24154f410a7
David Parker,f09fcb7b-2cdd-4059-a67e-31f480d30b31
David Seymour,a95a29b3-16ce-49d7-b218-b43f8f001848
David Shearer,99f95fcc-5ca0-4f9a-b00b-5bedf41f312c
Denis O'Rourke,8689a474-1152-43b1-8817-08b31f8e4879
Denis O'Rourke,fbecf91b-6074-4f3a-a250-ed2c0911b58b
Denise Roche,4553f3ab-81f7-4289-a706-172f1df982b4
Denise Roche,8069e76a-f3dc-44f0-a93c-51eb3e40661a
Dianne Yates,beb7f334-57b0-49fc-bf99-026e1adb1a1b
Don Brash,7e032f8d-2a06-494d-b3b8-1272afa0f591
Doug Woolerton,2afb25af-5be7-4ded-854e-93205fc6c1c5
Dover Samuels,74823596-a9b5-4cab-a09f-0887787ba0c5
Džons Kejs,cf4011ee-2b62-41f7-897d-0b1bf771a89d
Eric Roy,2c53b736-5d28-466a-ae09-6bbca366b843
Eugenie Sage,45d09114-a074-4109-b983-91c0bab9f6ad
Eugenie Sage,7f1b2b7a-9cc3-4874-bfed-a22044e45232
Fletcher Tabuteau,f087d999-fd7e-4606-bc73-0e71e57fddb3
Gareth Hughes,0c179e0d-ebec-4d5d-b39d-5835600c5a68
Gareth Hughes,68731042-8e5c-4b3c-894c-d80be41f210b
George Hawkins,5b189e26-fe73-4692-b4a5-a2447f4d52c5
Georgina Beyer,7bf5229d-ce0c-4878-a170-98a826d94526
Georgina te Heuheu,cbf2d6c4-9fb4-48f1-9926-7265e8c66e39
Gerardus Brownlee,533c9081-f268-439e-8d7c-6301f364f1a3
Gerry Brownlee,533c9081-f268-439e-8d7c-6301f364f1a3
Gerry Brownlee,d281e13f-14d5-4c64-8611-c6a8602eea8b
Gordon Copeland,cf7013ee-e7fe-4714-bd65-4cf83051e25f
Grant Robertson,0a355796-1593-4168-adf2-f09b5ef2be75
Grant Robertson,fa52c3f7-d059-49de-bf92-12e29e4099d8
Gulielmus English,6a93d08c-85ee-43f0-9226-d516257a348b
Harry Duynhoven,4225a18d-9e69-4513-a251-9624405f0573
Heather Roy,d5a27062-aa53-4248-8301-01b2c1e853f2
Hekia Parata,33b8ec1f-753e-4057-9a4b-67927b675609
Hekia Parata,84a6da5d-29ed-4461-9877-570acab059bd
Helen Clark,15fc16f7-66da-43e3-81df-78fbd1fcb5ef
Helen Clarková,15fc16f7-66da-43e3-81df-78fbd1fcb5ef
Helen Klark,15fc16f7-66da-43e3-81df-78fbd1fcb5ef
Helena Klark,15fc16f7-66da-43e3-81df-78fbd1fcb5ef
Hilary Calvert,4c62f38f-d4e4-4f0f-8fbe-3ccc6d5e3156
Holly Walker,c61a6253-7943-417c-b2ce-bd684bb154e5
Hone Harawira,e823695b-4c16-4a6e-85c9-0eeeccdbfc8b
Iain Lees-Galloway,7081e6d3-587e-4fe1-979b-c24d902035a7
Iain Lees-Galloway,c89e8e4f-60dc-4e61-8831-eca4bad4c45a
Ian McKelvie,075a23c9-36c9-486e-8101-58dc22f97021
Ian McKelvie,2cce73d0-b057-492c-b1ad-455f87f31f14
Ioannes Key,cf4011ee-2b62-41f7-897d-0b1bf771a89d
Jacinda Ardern,424c23ae-6b23-48f5-b1a7-1c40111e42e7
Jacinda Ardern,974fa9e8-8881-4504-bfd0-109feeb04482
Jackie Blue,d5fb32e3-2dda-4492-a09e-4b7560629035
Jacqui Dean,1623e891-bf0f-4903-979a-11d0f1475b80
Jacqui Dean,d38bf776-12b8-45cf-bd1b-44ec2d3c1bd6
James Shaw,9c5d1831-1b16-4607-b051-72ef4138ddee
Jami-Lee Ross,68b5d82d-7594-46d9-a56a-5ec179d24502
Jami-Lee Ross,b95652d2-b776-45c5-9c79-16add328efa5
Jan Logie,1add9871-5d08-4a01-afd4-2fef31e69e93
Jan Logie,34c2d266-269e-4710-8227-f66bde22b11f
Jeanette Fitzsimons,03f9b8c8-3362-46e7-bf58-17e332abc1d1
Jenny Salesa,4bbca982-2c8c-47d9-91b9-4637a7685371
Jian Yang,682d9e24-fe31-41f4-847c-5dba55d79f33
Jian Yang,89975ca2-64f1-4321-9ee9-fe15fdeac17f
Jill Pettis,e4d87111-a9bf-47a8-9911-80bbb84c2100
Jim Anderton,4c748e72-9334-4541-a126-d100c798b43b
Jim Sutton,e30e5818-3151-4202-b4da-ed8d69d97500
Jo Goodhew,857ef4a8-0b0a-4f79-9fe8-d17138b81b91
Jo Goodhew,c695fc09-22d2-4e62-8a4a-a77e3f765eeb
Jo Hayes,517a3527-a103-4385-add3-5710b2e3be25
Joanne Hayes,517a3527-a103-4385-add3-5710b2e3be25
Joanne Hayes,b34049e1-efb6-49d4-91f8-99030d42c110
John Banks,c3612695-9e2d-4a53-9b3a-0faae650a920
John Boscawen,49a5d06a-2be8-41f9-8401-48fe114bbdc3
John Carter,687363a2-832e-4d0a-a8cc-092683bf5e69
John Hayes,81084c77-6ad7-40c7-a929-5e9225f32fc5
John Key,cf4011ee-2b62-41f7-897d-0b1bf771a89d
John Phillip Key,cf4011ee-2b62-41f7-897d-0b1bf771a89d
Jonathan Coleman,451c77b2-b8c6-4400-a5f8-10ac3b9cbb91
Jonathan Coleman,eb140527-65ee-4c6b-96b2-4e732b31a8bf
Jonathan Young,0609d1a8-961f-49ec-9e43-90b0e201b51b
Jonathan Young,9637dcae-571e-4697-844d-7659037a8bf3
Jono Naylor,8d1a00da-1814-4d7a-8278-a0ea0c1eeb47
Judith Collins,3da5166a-53e8-438c-8aca-0c507b7cc00f
Judith Collins,9d50bbae-0482-4ff0-b522-9f7900c1c7ec
Judith Tizard,b10ae725-4966-4ee7-862c-5587eadaf3c6
Judy Turner,176db1a3-0488-4dc1-bf52-d95dc3547fcb
Julie Anne Genter,71500d41-1ac0-4aa3-bb83-5798f65af12c
Julie Anne Genter,dc5d656e-04a4-40e9-9adf-84ce956fc443
Kanwal Singh Bakshi,2bb89a37-a00b-43fc-8ccf-e26415dab70a
